node,operating_date,hour_ending,forecast_lmp,actual_rt_lmp
JANCRK_6_RCABT1,2025-07-06,17,20.55,34.84
JANCRK_6_RCABT1,2025-07-06,18,-1.66,28.47
JANCRK_6_RCABT1,2025-07-06,19,22.64,30.85
JANCRK_6_RCABT1,2025-07-06,20,12.31,-2.19
JANCRK_6_RCABT1,2025-07-06,21,22.78,35.61
JANCRK_6_RCABT1,2025-07-06,22,11.48,26.66
JANCRK_6_RCABT1,2025-07-06,23,16.05,5.06
JANCRK_6_RCABT1,2025-07-06,24,31.87,6.88
JANCRK_6_RCABT1,2025-07-07,1,0.64,3.82
JANCRK_6_RCABT1,2025-07-07,2,18.64,49.05
JANCRK_6_RCABT1,2025-07-07,3,23.17,-14.33
JANCRK_6_RCABT1,2025-07-07,4,-3.09,-23.55
JANCRK_6_RCABT1,2025-07-07,5,42.76,39.42
JANCRK_6_RCABT1,2025-07-07,6,48.74,47.42
JANCRK_6_RCABT1,2025-07-07,7,49.17,54.3
JANCRK_6_RCABT1,2025-07-07,8,60.69,35.77
JANCRK_6_RCABT1,2025-07-07,9,45.29,44.07
JANCRK_6_RCABT1,2025-07-07,10,65.5,56.21
JANCRK_6_RCABT1,2025-07-07,11,66.56,83.66
JANCRK_6_RCABT1,2025-07-07,12,44.76,84.09
JANCRK_6_RCABT1,2025-07-07,13,63.99,47.01
JANCRK_6_RCABT1,2025-07-07,14,40.91,48.18
JANCRK_6_RCABT1,2025-07-07,15,47.66,68.28
JANCRK_6_RCABT1,2025-07-07,16,49.18,28.02
JANCRK_6_RCABT1,2025-07-07,17,20.6,45.45
JANCRK_6_RCABT1,2025-07-07,18,28.4,37.2
JANCRK_6_RCABT1,2025-07-07,19,210.82,214.31
JANCRK_6_RCABT1,2025-07-07,20,32.32,16.67
JANCRK_6_RCABT1,2025-07-07,21,7.88,5.89
JANCRK_6_RCABT1,2025-07-07,22,1.04,3.93
JANCRK_6_RCABT1,2025-07-07,23,16.45,26.6
JANCRK_6_RCABT1,2025-07-07,24,-13.77,53.15
PUTHCR_1_PCNSB1,2025-07-01,1,-19.67,9.88
PUTHCR_1_PCNSB1,2025-07-01,2,-2.15,-2.19
PUTHCR_1_PCNSB1,2025-07-01,3,15.77,-9.72
PUTHCR_1_PCNSB1,2025-07-01,4,24.83,23.4
PUTHCR_1_PCNSB1,2025-07-01,5,29.21,30.72
PUTHCR_1_PCNSB1,2025-07-01,6,26.7,10.51
PUTHCR_1_PCNSB1,2025-07-01,7,47.55,68.59
PUTHCR_1_PCNSB1,2025-07-01,8,48.52,38.31
PUTHCR_1_PCNSB1,2025-07-01,9,46.43,52.69
PUTHCR_1_PCNSB1,2025-07-01,10,43.56,83.09
PUTHCR_1_PCNSB1,2025-07-01,11,0.32,-18.25
PUTHCR_1_PCNSB1,2025-07-01,12,-39.0,-22.21
PUTHCR_1_PCNSB1,2025-07-01,13,-34.84,-39.18
PUTHCR_1_PCNSB1,2025-07-01,14,33.12,58.49
PUTHCR_1_PCNSB1,2025-07-01,15,57.5,57.85
PUTHCR_1_PCNSB1,2025-07-01,16,30.23,49.11
PUTHCR_1_PCNSB1,2025-07-01,17,29.22,27.01
PUTHCR_1_PCNSB1,2025-07-01,18,24.56,21.63
PUTHCR_1_PCNSB1,2025-07-01,19,230.23,219.8
PUTHCR_1_PCNSB1,2025-07-01,20,18.4,23.8
PUTHCR_1_PCNSB1,2025-07-01,21,29.69,33.7
PUTHCR_1_PCNSB1,2025-07-01,22,-3.99,-15.52
PUTHCR_1_PCNSB1,2025-07-01,23,31.97,13.27
PUTHCR_1_PCNSB1,2025-07-01,24,8.58,15.53
PUTHCR_1_PCNSB1,2025-07-02,1,-15.97,-38.04
PUTHCR_1_PCNSB1,2025-07-02,2,27.82,39.61
PUTHCR_1_PCNSB1,2025-07-02,3,20.05,32.11
PUTHCR_1_PCNSB1,2025-07-02,4,-56.45,-30.46
PUTHCR_1_PCNSB1,2025-07-02,5,35.64,30.46
PUTHCR_1_PCNSB1,2025-07-02,6,20.9,32.64
PUTHCR_1_PCNSB1,2025-07-02,7,31.07,19.91
PUTHCR_1_PCNSB1,2025-07-02,8,48.82,86.02
PUTHCR_1_PCNSB1,2025-07-02,9,43.66,32.54
PUTHCR_1_PCNSB1,2025-07-02,10,30.52,35.7
PUTHCR_1_PCNSB1,2025-07-02,11,-27.9,-20.45
PUTHCR_1_PCNSB1,2025-07-02,12,55.81,51.6
PUTHCR_1_PCNSB1,2025-07-02,13,60.63,61.26
PUTHCR_1_PCNSB1,2025-07-02,14,65.14,71.83
PUTHCR_1_PCNSB1,2025-07-02,15,64.13,38.01
PUTHCR_1_PCNSB1,2025-07-02,16,30.79,24.11
PUTHCR_1_PCNSB1,2025-07-02,17,37.79,67.15
PUTHCR_1_PCNSB1,2025-07-02,18,222.8,225.3
PUTHCR_1_PCNSB1,2025-07-02,19,12.17,33.01
PUTHCR_1_PCNSB1,2025-07-02,20,28.32,25.57
PUTHCR_1_PCNSB1,2025-07-02,21,16.57,20.6
PUTHCR_1_PCNSB1,2025-07-02,22,9.89,2.38
PUTHCR_1_PCNSB1,2025-07-02,23,10.76,16.12
PUTHCR_1_PCNSB1,2025-07-02,24,18.03,1.58
PUTHCR_1_PCNSB1,2025-07-03,1,14.54,-20.46
PUTHCR_1_PCNSB1,2025-07-03,2,-3.96,-18.26
PUTHCR_1_PCNSB1,2025-07-03,3,-14.33,-22.41
PUTHCR_1_PCNSB1,2025-07-03,4,-16.08,-25.07
PUTHCR_1_PCNSB1,2025-07-03,5,37.23,34.21
PUTHCR_1_PCNSB1,2025-07-03,6,49.69,46.32
PUTHCR_1_PCNSB1,2025-07-03,7,9.93,39.57
PUTHCR_1_PCNSB1,2025-07-03,8,32.39,26.25
PUTHCR_1_PCNSB1,2025-07-03,9,27.44,27.58
PUTHCR_1_PCNSB1,2025-07-03,10,58.89,49.07
PUTHCR_1_PCNSB1,2025-07-03,11,71.72,39.91
PUTHCR_1_PCNSB1,2025-07-03,12,61.56,67.53
PUTHCR_1_PCNSB1,2025-07-03,13,-25.73,-3.68
PUTHCR_1_PCNSB1,2025-07-03,14,33.02,57.34
PUTHCR_1_PCNSB1,2025-07-03,15,45.44,29.83
PUTHCR_1_PCNSB1,2025-07-03,16,44.61,20.54
PUTHCR_1_PCNSB1,2025-07-03,17,26.9,30.2
PUTHCR_1_PCNSB1,2025-07-03,18,220.01,273.97
PUTHCR_1_PCNSB1,2025-07-03,19,-31.47,42.28
PUTHCR_1_PCNSB1,2025-07-03,20,-48.14,20.47
PUTHCR_1_PCNSB1,2025-07-03,21,13.64,9.25
PUTHCR_1_PCNSB1,2025-07-03,22,11.6,4.28
PUTHCR_1_PCNSB1,2025-07-03,23,48.34,45.0
PUTHCR_1_PCNSB1,2025-07-03,24,4.05,18.96
PUTHCR_1_PCNSB1,2025-07-04,1,26.63,23.22
PUTHCR_1_PCNSB1,2025-07-04,2,17.05,-0.12
PUTHCR_1_PCNSB1,2025-07-04,3,-33.84,-0.08
PUTHCR_1_PCNSB1,2025-07-04,4,0.86,29.77
PUTHCR_1_PCNSB1,2025-07-04,5,19.08,17.59
PUTHCR_1_PCNSB1,2025-07-04,6,16.99,40.53
PUTHCR_1_PCNSB1,2025-07-04,7,16.69,33.38
PUTHCR_1_PCNSB1,2025-07-04,8,45.57,63.3
PUTHCR_1_PCNSB1,2025-07-04,9,53.62,65.1
PUTHCR_1_PCNSB1,2025-07-04,10,38.89,72.18
PUTHCR_1_PCNSB1,2025-07-04,11,60.78,53.07
PUTHCR_1_PCNSB1,2025-07-04,12,30.68,44.14
PUTHCR_1_PCNSB1,2025-07-04,13,-18.33,-18.41
PUTHCR_1_PCNSB1,2025-07-04,14,52.41,72.56
PUTHCR_1_PCNSB1,2025-07-04,15,42.86,33.98
PUTHCR_1_PCNSB1,2025-07-04,16,41.92,26.81
PUTHCR_1_PCNSB1,2025-07-04,17,34.54,25.1
PUTHCR_1_PCNSB1,2025-07-04,18,240.39,230.62
PUTHCR_1_PCNSB1,2025-07-04,19,-17.25,26.32
PUTHCR_1_PCNSB1,2025-07-04,20,12.86,20.86
PUTHCR_1_PCNSB1,2025-07-04,21,38.06,61.28
PUTHCR_1_PCNSB1,2025-07-04,22,18.33,29.6
PUTHCR_1_PCNSB1,2025-07-04,23,11.79,-7.62
PUTHCR_1_PCNSB1,2025-07-04,24,3.31,7.86
PUTHCR_1_PCNSB1,2025-07-05,1,14.04,2.86
PUTHCR_1_PCNSB1,2025-07-05,2,-9.48,-1.91
PUTHCR_1_PCNSB1,2025-07-05,3,-50.49,-81.39
PUTHCR_1_PCNSB1,2025-07-05,4,45.27,52.34
PUTHCR_1_PCNSB1,2025-07-05,5,5.84,-6.44
PUTHCR_1_PCNSB1,2025-07-05,6,35.13,38.71
PUTHCR_1_PCNSB1,2025-07-05,7,26.6,43.03
PUTHCR_1_PCNSB1,2025-07-05,8,10.95,17.57
PUTHCR_1_PCNSB1,2025-07-05,9,48.44,65.95
PUTHCR_1_PCNSB1,2025-07-05,10,40.01,72.96
PUTHCR_1_PCNSB1,2025-07-05,11,38.57,20.66
PUTHCR_1_PCNSB1,2025-07-05,12,53.27,51.22
PUTHCR_1_PCNSB1,2025-07-05,13,31.45,8.52
PUTHCR_1_PCNSB1,2025-07-05,14,47.68,44.32
PUTHCR_1_PCNSB1,2025-07-05,15,46.68,43.2
PUTHCR_1_PCNSB1,2025-07-05,16,57.31,30.91
PUTHCR_1_PCNSB1,2025-07-05,17,26.41,46.65
PUTHCR_1_PCNSB1,2025-07-05,18,14.78,28.41
PUTHCR_1_PCNSB1,2025-07-05,19,8.38,19.28
PUTHCR_1_PCNSB1,2025-07-05,20,-7.34,34.78
PUTHCR_1_PCNSB1,2025-07-05,21,26.92,12.01
PUTHCR_1_PCNSB1,2025-07-05,22,-6.91,-21.41
PUTHCR_1_PCNSB1,2025-07-05,23,8.89,-3.88
PUTHCR_1_PCNSB1,2025-07-05,24,-18.42,2.15
PUTHCR_1_PCNSB1,2025-07-06,1,36.64,16.01
PUTHCR_1_PCNSB1,2025-07-06,2,-30.0,-46.22
PUTHCR_1_PCNSB1,2025-07-06,3,20.55,40.94
PUTHCR_1_PCNSB1,2025-07-06,4,20.43,52.83
PUTHCR_1_PCNSB1,2025-07-06,5,21.47,53.69
PUTHCR_1_PCNSB1,2025-07-06,6,14.32,18.34
PUTHCR_1_PCNSB1,2025-07-06,7,29.05,6.34
PUTHCR_1_PCNSB1,2025-07-06,8,31.49,81.14
PUTHCR_1_PCNSB1,2025-07-06,9,28.24,25.26
PUTHCR_1_PCNSB1,2025-07-06,10,45.48,55.58
PUTHCR_1_PCNSB1,2025-07-06,11,-19.54,-41.33
PUTHCR_1_PCNSB1,2025-07-06,12,24.65,46.02
PUTHCR_1_PCNSB1,2025-07-06,13,-10.32,-10.48
PUTHCR_1_PCNSB1,2025-07-06,14,57.13,59.45
PUTHCR_1_PCNSB1,2025-07-06,15,59.69,62.55
PUTHCR_1_PCNSB1,2025-07-06,16,44.83,49.01
PUTHCR_1_PCNSB1,2025-07-06,17,42.48,49.02
PUTHCR_1_PCNSB1,2025-07-06,18,30.2,12.43
PUTHCR_1_PCNSB1,2025-07-06,19,-0.3,0.68
PUTHCR_1_PCNSB1,2025-07-06,20,-3.38,32.38
PUTHCR_1_PCNSB1,2025-07-06,21,35.65,-2.83
PUTHCR_1_PCNSB1,2025-07-06,22,10.24,-8.05
PUTHCR_1_PCNSB1,2025-07-06,23,37.58,17.14
PUTHCR_1_PCNSB1,2025-07-06,24,28.29,29.74
PUTHCR_1_PCNSB1,2025-07-07,1,58.83,11.53
PUTHCR_1_PCNSB1,2025-07-07,2,18.58,20.46
PUTHCR_1_PCNSB1,2025-07-07,3,15.26,21.23
PUTHCR_1_PCNSB1,2025-07-07,4,16.75,23.99
PUTHCR_1_PCNSB1,2025-07-07,5,58.32,45.33
PUTHCR_1_PCNSB1,2025-07-07,6,37.16,25.96
PUTHCR_1_PCNSB1,2025-07-07,7,30.7,43.61
PUTHCR_1_PCNSB1,2025-07-07,8,14.48,20.27
PUTHCR_1_PCNSB1,2025-07-07,9,33.19,46.15
PUTHCR_1_PCNSB1,2025-07-07,10,39.25,51.47
PUTHCR_1_PCNSB1,2025-07-07,11,58.86,67.27
PUTHCR_1_PCNSB1,2025-07-07,12,-35.65,-13.52
PUTHCR_1_PCNSB1,2025-07-07,13,67.05,78.97
PUTHCR_1_PCNSB1,2025-07-07,14,38.77,28.24
PUTHCR_1_PCNSB1,2025-07-07,15,63.79,48.9
PUTHCR_1_PCNSB1,2025-07-07,16,13.63,43.12
PUTHCR_1_PCNSB1,2025-07-07,17,21.37,10.26
PUTHCR_1_PCNSB1,2025-07-07,18,37.43,26.45
PUTHCR_1_PCNSB1,2025-07-07,19,49.78,27.85
PUTHCR_1_PCNSB1,2025-07-07,20,9.04,22.16
PUTHCR_1_PCNSB1,2025-07-07,21,-6.85,-16.57
PUTHCR_1_PCNSB1,2025-07-07,22,6.14,1.52
PUTHCR_1_PCNSB1,2025-07-07,23,12.79,0.95
PUTHCR_1_PCNSB1,2025-07-07,24,25.55,11.1
KRAMER_1_R1BX3,2025-07-01,1,17.25,17.67
KRAMER_1_R1BX3,2025-07-01,2,-19.61,-10.68
KRAMER_1_R1BX3,2025-07-01,3,25.99,22.81
KRAMER_1_R1BX3,2025-07-01,4,51.63,42.34
KRAMER_1_R1BX3,2025-07-01,5,24.61,10.3
KRAMER_1_R1BX3,2025-07-01,6,37.64,38.42
KRAMER_1_R1BX3,2025-07-01,7,51.4,28.23
KRAMER_1_R1BX3,2025-07-01,8,43.58,56.17
KRAMER_1_R1BX3,2025-07-01,9,42.09,47.8
KRAMER_1_R1BX3,2025-07-01,10,59.93,70.7
KRAMER_1_R1BX3,2025-07-01,11,36.43,50.19
KRAMER_1_R1BX3,2025-07-01,12,55.89,75.06
KRAMER_1_R1BX3,2025-07-01,13,37.28,32.22
KRAMER_1_R1BX3,2025-07-01,14,32.67,37.04
KRAMER_1_R1BX3,2025-07-01,15,57.07,72.15
KRAMER_1_R1BX3,2025-07-01,16,23.43,65.82
KRAMER_1_R1BX3,2025-07-01,17,46.01,44.63
KRAMER_1_R1BX3,2025-07-01,18,23.35,28.79
KRAMER_1_R1BX3,2025-07-01,19,27.69,52.87
KRAMER_1_R1BX3,2025-07-01,20,16.2,32.73
KRAMER_1_R1BX3,2025-07-01,21,24.92,21.85
KRAMER_1_R1BX3,2025-07-01,22,26.23,45.12
KRAMER_1_R1BX3,2025-07-01,23,-6.06,-11.03
KRAMER_1_R1BX3,2025-07-01,24,3.2,13.21
KRAMER_1_R1BX3,2025-07-02,1,-44.57,-29.24
KRAMER_1_R1BX3,2025-07-02,2,23.28,17.51
KRAMER_1_R1BX3,2025-07-02,3,18.76,-16.62
KRAMER_1_R1BX3,2025-07-02,4,28.9,27.76
KRAMER_1_R1BX3,2025-07-02,5,14.11,13.82
KRAMER_1_R1BX3,2025-07-02,6,23.06,23.72
KRAMER_1_R1BX3,2025-07-02,7,16.77,45.83
KRAMER_1_R1BX3,2025-07-02,8,43.32,48.26
KRAMER_1_R1BX3,2025-07-02,9,54.82,41.97
KRAMER_1_R1BX3,2025-07-02,10,28.26,64.78
KRAMER_1_R1BX3,2025-07-02,11,36.99,28.48
KRAMER_1_R1BX3,2025-07-02,12,23.6,32.0
KRAMER_1_R1BX3,2025-07-02,13,60.96,49.61
KRAMER_1_R1BX3,2025-07-02,14,40.86,40.35
KRAMER_1_R1BX3,2025-07-02,15,56.32,20.22
KRAMER_1_R1BX3,2025-07-02,16,34.99,40.67
KRAMER_1_R1BX3,2025-07-02,17,34.87,40.91
KRAMER_1_R1BX3,2025-07-02,18,24.22,17.33
KRAMER_1_R1BX3,2025-07-02,19,20.89,-9.85
KRAMER_1_R1BX3,2025-07-02,20,391.81,403.52
KRAMER_1_R1BX3,2025-07-02,21,29.22,21.67
KRAMER_1_R1BX3,2025-07-02,22,9.68,-23.77
KRAMER_1_R1BX3,2025-07-02,23,11.38,42.35
KRAMER_1_R1BX3,2025-07-02,24,-8.32,12.44
KRAMER_1_R1BX3,2025-07-03,1,4.67,13.73
KRAMER_1_R1BX3,2025-07-03,2,5.86,-9.22
KRAMER_1_R1BX3,2025-07-03,3,-35.32,-12.29
KRAMER_1_R1BX3,2025-07-03,4,25.32,18.36
KRAMER_1_R1BX3,2025-07-03,5,33.36,2.34
KRAMER_1_R1BX3,2025-07-03,6,37.78,12.46
KRAMER_1_R1BX3,2025-07-03,7,32.43,3.62
KRAMER_1_R1BX3,2025-07-03,8,64.2,44.68
KRAMER_1_R1BX3,2025-07-03,9,53.24,57.72
KRAMER_1_R1BX3,2025-07-03,10,55.95,35.42
KRAMER_1_R1BX3,2025-07-03,11,39.07,22.88
KRAMER_1_R1BX3,2025-07-03,12,-27.98,-29.69
KRAMER_1_R1BX3,2025-07-03,13,-15.85,12.55
KRAMER_1_R1BX3,2025-07-03,14,49.86,46.99
KRAMER_1_R1BX3,2025-07-03,15,54.42,43.1
KRAMER_1_R1BX3,2025-07-03,16,55.54,35.2
KRAMER_1_R1BX3,2025-07-03,17,47.58,36.71
KRAMER_1_R1BX3,2025-07-03,18,-56.95,4.83
KRAMER_1_R1BX3,2025-07-03,19,-9.8,0.65
KRAMER_1_R1BX3,2025-07-03,20,-53.69,18.77
KRAMER_1_R1BX3,2025-07-03,21,29.74,30.56
KRAMER_1_R1BX3,2025-07-03,22,29.85,40.09
KRAMER_1_R1BX3,2025-07-03,23,13.78,-5.61
KRAMER_1_R1BX3,2025-07-03,24,-8.41,-3.34
KRAMER_1_R1BX3,2025-07-04,1,9.05,4.23
KRAMER_1_R1BX3,2025-07-04,2,9.9,6.99
KRAMER_1_R1BX3,2025-07-04,3,-14.02,-17.65
KRAMER_1_R1BX3,2025-07-04,4,31.75,24.67
KRAMER_1_R1BX3,2025-07-04,5,9.31,20.37
KRAMER_1_R1BX3,2025-07-04,6,39.76,49.03
KRAMER_1_R1BX3,2025-07-04,7,30.92,25.23
KRAMER_1_R1BX3,2025-07-04,8,51.81,29.02
KRAMER_1_R1BX3,2025-07-04,9,33.64,28.48
KRAMER_1_R1BX3,2025-07-04,10,61.41,65.4
KRAMER_1_R1BX3,2025-07-04,11,54.14,34.99
KRAMER_1_R1BX3,2025-07-04,12,21.15,26.82
KRAMER_1_R1BX3,2025-07-04,13,59.58,77.83
KRAMER_1_R1BX3,2025-07-04,14,50.28,50.45
KRAMER_1_R1BX3,2025-07-04,15,56.4,56.06
KRAMER_1_R1BX3,2025-07-04,16,47.49,48.74
KRAMER_1_R1BX3,2025-07-04,17,28.03,41.29
KRAMER_1_R1BX3,2025-07-04,18,43.29,22.76
KRAMER_1_R1BX3,2025-07-04,19,17.99,14.65
KRAMER_1_R1BX3,2025-07-04,20,27.29,10.68
KRAMER_1_R1BX3,2025-07-04,21,12.68,12.56
KRAMER_1_R1BX3,2025-07-04,22,3.5,-1.97
KRAMER_1_R1BX3,2025-07-04,23,20.5,38.68
KRAMER_1_R1BX3,2025-07-04,24,10.11,26.34
KRAMER_1_R1BX3,2025-07-05,1,3.82,-0.85
KRAMER_1_R1BX3,2025-07-05,2,6.13,19.16
KRAMER_1_R1BX3,2025-07-05,3,13.97,26.34
KRAMER_1_R1BX3,2025-07-05,4,19.87,48.82
KRAMER_1_R1BX3,2025-07-05,5,23.99,6.56
KRAMER_1_R1BX3,2025-07-05,6,41.06,35.65
KRAMER_1_R1BX3,2025-07-05,7,25.61,3.39
KRAMER_1_R1BX3,2025-07-05,8,37.73,47.4
KRAMER_1_R1BX3,2025-07-05,9,17.74,19.75
KRAMER_1_R1BX3,2025-07-05,10,46.5,61.49
KRAMER_1_R1BX3,2025-07-05,11,60.32,64.99
KRAMER_1_R1BX3,2025-07-05,12,83.87,58.22
KRAMER_1_R1BX3,2025-07-05,13,62.94,73.91
KRAMER_1_R1BX3,2025-07-05,14,37.69,60.4
KRAMER_1_R1BX3,2025-07-05,15,21.46,34.36
KRAMER_1_R1BX3,2025-07-05,16,37.86,63.56
KRAMER_1_R1BX3,2025-07-05,17,33.08,47.13
KRAMER_1_R1BX3,2025-07-05,18,16.09,25.97
KRAMER_1_R1BX3,2025-07-05,19,12.72,13.95
KRAMER_1_R1BX3,2025-07-05,20,8.63,43.8
KRAMER_1_R1BX3,2025-07-05,21,21.45,23.2
KRAMER_1_R1BX3,2025-07-05,22,24.17,21.29
KRAMER_1_R1BX3,2025-07-05,23,22.23,32.6
KRAMER_1_R1BX3,2025-07-05,24,4.07,-17.63
KRAMER_1_R1BX3,2025-07-06,1,-57.52,-53.28
KRAMER_1_R1BX3,2025-07-06,2,25.77,29.22
KRAMER_1_R1BX3,2025-07-06,3,10.49,9.79
KRAMER_1_R1BX3,2025-07-06,4,42.19,40.29
KRAMER_1_R1BX3,2025-07-06,5,19.21,19.18
KRAMER_1_R1BX3,2025-07-06,6,14.06,27.24
KRAMER_1_R1BX3,2025-07-06,7,45.2,37.02
KRAMER_1_R1BX3,2025-07-06,8,16.17,46.12
KRAMER_1_R1BX3,2025-07-06,9,54.99,54.48
KRAMER_1_R1BX3,2025-07-06,10,55.91,50.31
KRAMER_1_R1BX3,2025-07-06,11,60.91,48.13
KRAMER_1_R1BX3,2025-07-06,12,47.41,28.01
KRAMER_1_R1BX3,2025-07-06,13,41.57,80.03
KRAMER_1_R1BX3,2025-07-06,14,41.06,32.34
KRAMER_1_R1BX3,2025-07-06,15,37.75,39.62
KRAMER_1_R1BX3,2025-07-06,16,45.94,53.97
KRAMER_1_R1BX3,2025-07-06,17,35.96,56.22
KRAMER_1_R1BX3,2025-07-06,18,23.63,42.02
KRAMER_1_R1BX3,2025-07-06,19,23.66,10.58
KRAMER_1_R1BX3,2025-07-06,20,42.23,59.51
KRAMER_1_R1BX3,2025-07-06,21,13.66,8.0
KRAMER_1_R1BX3,2025-07-06,22,8.67,15.31
KRAMER_1_R1BX3,2025-07-06,23,3.05,3.63
KRAMER_1_R1BX3,2025-07-06,24,20.64,43.78
KRAMER_1_R1BX3,2025-07-07,1,7.9,45.71
KRAMER_1_R1BX3,2025-07-07,2,1.62,-16.12
KRAMER_1_R1BX3,2025-07-07,3,-30.69,-22.77
KRAMER_1_R1BX3,2025-07-07,4,-5.26,41.39
KRAMER_1_R1BX3,2025-07-07,5,15.44,16.34
KRAMER_1_R1BX3,2025-07-07,6,9.61,9.78
KRAMER_1_R1BX3,2025-07-07,7,20.5,9.6
KRAMER_1_R1BX3,2025-07-07,8,60.39,61.84
KRAMER_1_R1BX3,2025-07-07,9,39.29,35.04
KRAMER_1_R1BX3,2025-07-07,10,53.19,54.59
KRAMER_1_R1BX3,2025-07-07,11,21.81,44.54
KRAMER_1_R1BX3,2025-07-07,12,-23.69,-14.21
KRAMER_1_R1BX3,2025-07-07,13,38.95,33.02
KRAMER_1_R1BX3,2025-07-07,14,41.26,40.45
KRAMER_1_R1BX3,2025-07-07,15,48.82,34.66
KRAMER_1_R1BX3,2025-07-07,16,29.26,45.63
KRAMER_1_R1BX3,2025-07-07,17,27.6,28.68
KRAMER_1_R1BX3,2025-07-07,18,52.86,30.34
KRAMER_1_R1BX3,2025-07-07,19,8.14,-4.36
KRAMER_1_R1BX3,2025-07-07,20,5.06,8.29
KRAMER_1_R1BX3,2025-07-07,21,19.89,33.9
KRAMER_1_R1BX3,2025-07-07,22,8.34,16.97
KRAMER_1_R1BX3,2025-07-07,23,13.96,35.62
KRAMER_1_R1BX3,2025-07-07,24,24.2,24.51
KRAMER_1_R1PX3,2025-07-01,1,-16.29,-16.27
KRAMER_1_R1PX3,2025-07-01,2,21.35,2.13
KRAMER_1_R1PX3,2025-07-01,3,16.33,58.19
KRAMER_1_R1PX3,2025-07-01,4,34.72,23.09
KRAMER_1_R1PX3,2025-07-01,5,19.21,15.94
KRAMER_1_R1PX3,2025-07-01,6,36.38,19.21
KRAMER_1_R1PX3,2025-07-01,7,39.57,29.43
KRAMER_1_R1PX3,2025-07-01,8,39.25,51.89
KRAMER_1_R1PX3,2025-07-01,9,44.52,31.2
KRAMER_1_R1PX3,2025-07-01,10,47.7,63.71
KRAMER_1_R1PX3,2025-07-01,11,45.45,65.21
KRAMER_1_R1PX3,2025-07-01,12,40.98,45.27
KRAMER_1_R1PX3,2025-07-01,13,68.07,73.87
KRAMER_1_R1PX3,2025-07-01,14,60.18,42.47
KRAMER_1_R1PX3,2025-07-01,15,53.7,26.6
KRAMER_1_R1PX3,2025-07-01,16,35.12,37.24
KRAMER_1_R1PX3,2025-07-01,17,21.12,1.44
KRAMER_1_R1PX3,2025-07-01,18,34.5,21.54
KRAMER_1_R1PX3,2025-07-01,19,16.07,42.82
KRAMER_1_R1PX3,2025-07-01,20,29.67,29.75
KRAMER_1_R1PX3,2025-07-01,21,22.68,3.77
KRAMER_1_R1PX3,2025-07-01,22,-1.67,22.02
KRAMER_1_R1PX3,2025-07-01,23,11.06,11.31
KRAMER_1_R1PX3,2025-07-01,24,-4.41,17.93
KRAMER_1_R1PX3,2025-07-02,1,29.36,13.66
KRAMER_1_R1PX3,2025-07-02,2,27.18,9.55
KRAMER_1_R1PX3,2025-07-02,3,-31.37,-20.4
KRAMER_1_R1PX3,2025-07-02,4,10.52,-6.14
KRAMER_1_R1PX3,2025-07-02,5,32.6,51.62
KRAMER_1_R1PX3,2025-07-02,6,2.18,33.02
KRAMER_1_R1PX3,2025-07-02,7,28.59,52.58
KRAMER_1_R1PX3,2025-07-02,8,37.81,41.48
KRAMER_1_R1PX3,2025-07-02,9,64.37,43.94
KRAMER_1_R1PX3,2025-07-02,10,78.03,39.95
KRAMER_1_R1PX3,2025-07-02,11,56.25,60.02
KRAMER_1_R1PX3,2025-07-02,12,52.92,43.74
KRAMER_1_R1PX3,2025-07-02,13,23.94,29.17
KRAMER_1_R1PX3,2025-07-02,14,41.57,38.99
KRAMER_1_R1PX3,2025-07-02,15,58.26,75.99
KRAMER_1_R1PX3,2025-07-02,16,53.82,46.76
KRAMER_1_R1PX3,2025-07-02,17,33.31,-2.77
KRAMER_1_R1PX3,2025-07-02,18,32.74,28.66
KRAMER_1_R1PX3,2025-07-02,19,38.27,29.33
KRAMER_1_R1PX3,2025-07-02,20,26.97,29.81
KRAMER_1_R1PX3,2025-07-02,21,19.82,24.34
KRAMER_1_R1PX3,2025-07-02,22,2.67,-41.97
KRAMER_1_R1PX3,2025-07-02,23,24.86,13.15
KRAMER_1_R1PX3,2025-07-02,24,10.84,8.5
KRAMER_1_R1PX3,2025-07-03,1,-33.55,-8.34
KRAMER_1_R1PX3,2025-07-03,2,16.59,19.32
KRAMER_1_R1PX3,2025-07-03,3,-7.64,12.67
KRAMER_1_R1PX3,2025-07-03,4,-3.32,3.06
KRAMER_1_R1PX3,2025-07-03,5,29.56,32.41
KRAMER_1_R1PX3,2025-07-03,6,33.39,23.33
KRAMER_1_R1PX3,2025-07-03,7,42.55,34.36
KRAMER_1_R1PX3,2025-07-03,8,32.61,22.16
KRAMER_1_R1PX3,2025-07-03,9,38.43,24.81
KRAMER_1_R1PX3,2025-07-03,10,55.67,52.94
KRAMER_1_R1PX3,2025-07-03,11,62.43,53.83
KRAMER_1_R1PX3,2025-07-03,12,43.12,63.65
KRAMER_1_R1PX3,2025-07-03,13,43.88,44.46
KRAMER_1_R1PX3,2025-07-03,14,51.39,29.72
KRAMER_1_R1PX3,2025-07-03,15,43.21,60.07
KRAMER_1_R1PX3,2025-07-03,16,56.07,52.45
KRAMER_1_R1PX3,2025-07-03,17,3.36,57.67
KRAMER_1_R1PX3,2025-07-03,18,-12.01,35.1
KRAMER_1_R1PX3,2025-07-03,19,-17.28,12.32
KRAMER_1_R1PX3,2025-07-03,20,-37.59,28.53
